"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"08-Jun-2023","EQ","22,460.00","22,577.55","22,087.45","22,367.75","22,147.60","22,148.90","22,250.25","22,577.55","16,435.00","72,929","1,622,688,144.80","15,552"
"07-Jun-2023","EQ","21,749.90","22,424.75","21,749.90","21,705.40","22,355.30","22,367.75","22,264.28","22,424.75","16,435.00","156,812","3,491,305,772.20","30,498"
"06-Jun-2023","EQ","21,874.15","21,931.55","21,617.55","21,834.15","21,749.00","21,705.40","21,736.48","22,300.00","16,435.00","78,523","1,706,814,008.25","19,626"
"05-Jun-2023","EQ","21,999.05","22,129.70","21,790.00","22,046.45","21,850.00","21,834.15","21,895.96","22,300.00","16,435.00","81,509","1,784,718,197.70","20,291"
"02-Jun-2023","EQ","22,000.00","22,095.00","21,820.00","21,874.30","22,025.10","22,046.45","21,987.28","22,300.00","16,435.00","58,248","1,280,715,229.35","21,538"
"01-Jun-2023","EQ","21,786.00","21,924.95","21,572.80","21,673.10","21,820.00","21,874.30","21,828.21","22,300.00","16,435.00","59,866","1,306,767,340.90","19,406"
"31-May-2023","EQ","21,580.00","21,858.35","21,515.00","21,574.45","21,778.95","21,673.10","21,659.79","22,300.00","16,435.00","424,794","9,200,947,008.55","58,341"
"30-May-2023","EQ","21,680.00","21,728.60","21,511.05","21,729.45","21,575.00","21,574.45","21,574.73","22,300.00","16,435.00","46,981","1,013,602,475.15","19,838"
"29-May-2023","EQ","21,724.95","21,850.00","21,552.10","21,581.75","21,698.80","21,729.45","21,675.61","22,300.00","16,435.00","53,437","1,158,279,663.00","14,183"
"26-May-2023","EQ","21,484.95","21,629.00","21,370.00","21,474.90","21,600.00","21,581.75","21,507.07","22,300.00","16,435.00","63,159","1,358,365,105.05","19,604"
"25-May-2023","EQ","21,500.00","21,632.00","21,310.85","21,380.60","21,520.00","21,474.90","21,486.89","22,300.00","16,435.00","81,502","1,751,224,245.00","30,487"
"24-May-2023","EQ","21,403.70","21,498.00","21,275.00","21,403.70","21,409.00","21,380.60","21,375.30","22,300.00","16,435.00","44,364","948,293,977.95","11,193"
"23-May-2023","EQ","21,450.00","21,610.00","21,362.10","21,494.80","21,420.00","21,403.70","21,489.99","22,300.00","16,435.00","55,459","1,191,813,461.75","20,474"
"22-May-2023","EQ","21,699.00","21,699.00","21,422.10","21,690.15","21,535.10","21,494.80","21,556.18","22,300.00","16,435.00","51,095","1,101,413,234.30","16,009"
"19-May-2023","EQ","21,800.00","21,800.00","21,506.10","21,679.60","21,630.00","21,690.15","21,630.00","22,300.00","16,000.00","73,220","1,583,748,578.30","19,054"
"18-May-2023","EQ","21,850.00","21,950.00","21,650.20","21,732.50","21,675.00","21,679.60","21,771.05","22,300.00","16,000.00","51,175","1,114,133,536.80","19,196"
"17-May-2023","EQ","21,780.40","21,891.30","21,600.00","21,780.40","21,799.00","21,732.50","21,750.14","22,300.00","16,000.00","66,788","1,452,648,111.10","16,764"
"16-May-2023","EQ","21,875.00","21,989.00","21,720.00","21,786.60","21,763.50","21,780.40","21,832.29","22,300.00","16,000.00","77,257","1,686,697,331.75","23,799"
"15-May-2023","EQ","21,820.00","22,019.90","21,751.25","21,794.15","21,810.00","21,786.60","21,813.66","22,300.00","16,000.00","72,570","1,583,017,454.10","15,384"
"12-May-2023","EQ","22,019.00","22,069.40","21,740.00","22,019.80","21,780.05","21,794.15","21,909.67","22,300.00","16,000.00","66,961","1,467,093,102.30","13,860"
"11-May-2023","EQ","22,099.00","22,235.00","21,950.30","22,050.00","22,100.00","22,019.80","22,030.57","22,300.00","16,000.00","68,937","1,518,721,211.85","21,854"
"10-May-2023","EQ","21,971.35","22,129.90","21,969.50","21,971.35","22,020.00","22,050.00","22,057.76","22,300.00","16,000.00","60,441","1,333,193,007.20","14,940"
"09-May-2023","EQ","22,000.00","22,144.95","21,846.70","21,983.25","21,914.00","21,971.35","21,999.05","22,300.00","16,000.00","43,287","952,272,906.40","14,167"
"08-May-2023","EQ","22,050.00","22,300.00","21,760.40","22,019.85","21,980.00","21,983.25","21,997.04","22,300.00","16,000.00","75,656","1,664,208,138.70","26,693"
"05-May-2023","EQ","21,799.95","22,078.70","21,749.90","21,693.75","22,020.00","22,019.85","21,944.58","22,099.00","16,000.00","55,076","1,208,619,950.15","21,161"
"04-May-2023","EQ","21,878.85","21,994.95","21,637.85","21,875.70","21,717.95","21,693.75","21,759.24","22,099.00","16,000.00","63,534","1,382,451,519.70","18,333"
"03-May-2023","EQ","21,745.00","21,945.85","21,578.40","21,745.85","21,839.80","21,875.70","21,849.85","22,099.00","16,000.00","57,013","1,245,725,310.70","23,474"
"02-May-2023","EQ","21,800.00","22,099.00","21,672.50","21,761.40","21,750.00","21,745.85","21,897.41","22,099.00","16,000.00","89,170","1,952,591,809.30","34,750"
"28-Apr-2023","EQ","21,181.95","21,849.60","21,130.00","21,147.30","21,750.00","21,761.40","21,546.92","21,849.60","16,000.00","166,516","3,587,906,497.80","36,311"
"27-Apr-2023","EQ","21,066.25","21,199.95","21,000.05","21,026.25","21,192.00","21,147.30","21,105.65","21,199.95","16,000.00","102,232","2,157,673,195.55","21,896"
"26-Apr-2023","EQ","20,599.00","21,089.00","20,472.50","20,665.20","20,970.00","21,026.25","20,835.11","21,089.00","16,000.00","124,894","2,602,180,768.15","35,911"
"25-Apr-2023","EQ","20,709.00","20,928.60","20,308.00","20,689.30","20,670.00","20,665.20","20,646.18","21,050.00","16,000.00","168,464","3,478,137,244.85","43,490"
"24-Apr-2023","EQ","20,500.95","20,709.00","20,401.05","20,496.85","20,669.85","20,689.30","20,542.34","21,050.00","16,000.00","57,868","1,188,744,268.75","19,337"
"21-Apr-2023","EQ","20,473.10","20,587.00","20,387.40","20,473.10","20,515.00","20,496.85","20,483.09","21,050.00","16,000.00","44,305","907,503,487.85","13,815"
"20-Apr-2023","EQ","20,595.00","20,720.70","20,380.00","20,618.70","20,441.10","20,473.10","20,499.47","21,050.00","16,000.00","52,213","1,070,338,697.05","17,052"
"19-Apr-2023","EQ","20,659.85","20,663.65","20,388.00","20,661.25","20,595.05","20,618.70","20,541.55","21,050.00","16,000.00","89,874","1,846,151,346.70","29,828"
"18-Apr-2023","EQ","20,200.00","20,700.00","20,200.00","20,244.40","20,585.20","20,661.25","20,486.45","21,050.00","16,000.00","139,860","2,865,235,484.75","36,124"
"17-Apr-2023","EQ","19,590.00","20,410.00","19,502.15","19,465.35","20,225.10","20,244.40","20,137.00","21,050.00","16,000.00","194,351","3,913,645,564.35","48,426"
"13-Apr-2023","EQ","19,500.00","19,680.00","19,416.25","19,440.30","19,500.00","19,465.35","19,531.51","21,050.00","16,000.00","46,151","901,398,912.15","18,005"
"12-Apr-2023","EQ","19,695.00","19,695.00","19,364.95","19,674.60","19,460.00","19,440.30","19,462.81","21,050.00","16,000.00","56,882","1,107,083,811.70","17,002"
"11-Apr-2023","EQ","19,648.00","19,695.00","19,475.00","19,530.20","19,694.00","19,674.60","19,591.59","21,050.00","16,000.00","44,126","864,498,525.20","12,789"
"10-Apr-2023","EQ","19,700.00","19,716.45","19,501.00","19,708.25","19,600.00","19,530.20","19,605.75","21,050.00","16,000.00","22,414","439,443,361.65","7,067"
"06-Apr-2023","EQ","19,795.00","19,840.00","19,605.00","19,822.05","19,776.65","19,708.25","19,698.67","21,050.00","16,000.00","40,978","807,212,184.95","14,399"
"05-Apr-2023","EQ","19,659.00","19,873.00","19,601.00","19,705.45","19,710.00","19,822.05","19,747.95","21,050.00","16,000.00","47,151","931,135,387.05","14,404"
"03-Apr-2023","EQ","19,784.00","19,790.00","19,386.05","19,704.50","19,703.25","19,705.45","19,653.10","21,050.00","16,000.00","63,740","1,252,688,802.65","20,659"
"31-Mar-2023","EQ","19,155.00","19,751.90","19,155.00","19,052.95","19,680.00","19,704.50","19,593.33","21,050.00","16,000.00","148,444","2,908,512,490.20","38,650"
"29-Mar-2023","EQ","18,930.00","19,125.00","18,876.20","18,946.00","19,120.00","19,052.95","19,007.64","21,050.00","16,000.00","48,606","923,885,589.10","16,749"
"28-Mar-2023","EQ","18,900.00","19,019.95","18,850.00","18,891.00","18,941.10","18,946.00","18,938.48","21,050.00","16,000.00","35,481","671,956,089.35","14,854"
"27-Mar-2023","EQ","19,000.00","19,127.80","18,815.05","18,953.10","18,863.90","18,891.00","18,985.78","21,050.00","16,000.00","35,854","680,716,078.90","13,664"
"24-Mar-2023","EQ","19,005.05","19,100.00","18,888.00","19,044.45","18,924.65","18,953.10","18,991.50","21,050.00","16,000.00","26,299","499,457,534.05","10,105"
"23-Mar-2023","EQ","18,819.70","19,169.90","18,710.15","18,819.70","19,009.00","19,044.45","19,048.22","21,050.00","16,000.00","56,685","1,079,748,520.35","18,431"
"22-Mar-2023","EQ","19,009.00","19,009.00","18,698.70","18,927.40","18,829.60","18,819.70","18,841.77","21,050.00","16,000.00","28,248","532,242,400.80","8,574"
"21-Mar-2023","EQ","18,990.00","19,259.00","18,820.05","18,937.85","18,885.15","18,927.40","19,034.85","21,050.00","16,000.00","97,762","1,860,885,057.45","24,845"
"20-Mar-2023","EQ","18,900.00","18,990.00","18,652.10","18,858.15","18,890.00","18,937.85","18,859.23","21,050.00","16,000.00","75,645","1,426,606,460.25","24,960"
"17-Mar-2023","EQ","18,498.90","18,875.00","18,474.95","18,450.65","18,869.40","18,858.15","18,783.84","21,050.00","16,000.00","133,430","2,506,327,684.20","37,960"
"16-Mar-2023","EQ","17,990.00","18,500.00","17,967.75","17,993.35","18,405.00","18,450.65","18,385.38","21,050.00","16,000.00","83,043","1,526,777,161.30","30,363"
"15-Mar-2023","EQ","18,300.00","18,371.10","17,880.00","18,264.65","18,021.10","17,993.35","18,060.45","21,050.00","16,000.00","77,958","1,407,956,306.55","27,060"
"14-Mar-2023","EQ","18,350.00","18,435.00","18,213.00","18,317.45","18,294.70","18,264.65","18,301.33","21,050.00","16,000.00","43,879","803,044,102.00","17,886"
"13-Mar-2023","EQ","18,429.95","18,499.90","18,260.05","18,485.75","18,347.00","18,317.45","18,341.66","21,050.00","16,000.00","36,476","669,030,502.35","14,029"
"10-Mar-2023","EQ","18,530.00","18,530.00","18,355.05","18,535.70","18,462.00","18,485.75","18,484.52","21,050.00","16,000.00","23,634","436,863,042.50","9,191"
"09-Mar-2023","EQ","18,500.00","18,579.00","18,430.00","18,518.25","18,540.00","18,535.70","18,515.03","21,050.00","16,000.00","56,615","1,048,228,375.05","15,715"
"08-Mar-2023","EQ","18,405.00","18,573.80","18,397.55","18,514.85","18,500.00","18,518.25","18,483.75","21,050.00","16,000.00","45,746","845,557,476.85","15,035"
"06-Mar-2023","EQ","18,522.00","18,554.05","18,425.00","18,449.90","18,539.60","18,514.85","18,491.81","21,050.00","16,000.00","52,949","979,122,717.25","17,370"
"03-Mar-2023","EQ","18,549.00","18,614.65","18,405.50","18,481.75","18,440.00","18,449.90","18,470.56","21,050.00","16,000.00","46,018","849,978,075.65","14,175"
"02-Mar-2023","EQ","18,799.95","18,800.00","18,456.80","18,778.85","18,485.00","18,481.75","18,578.06","21,050.00","16,000.00","39,070","725,844,865.65","12,898"
"01-Mar-2023","EQ","18,700.00","18,820.40","18,575.15","18,670.00","18,762.70","18,778.85","18,731.14","21,050.00","16,000.00","63,926","1,197,406,741.80","18,660"
"28-Feb-2023","EQ","18,630.20","18,725.00","18,460.15","18,622.75","18,632.95","18,670.00","18,628.48","21,050.00","16,000.00","109,182","2,033,894,484.05","22,476"
"27-Feb-2023","EQ","18,700.00","18,845.00","18,492.00","18,680.90","18,626.55","18,622.75","18,628.10","21,050.00","16,000.00","51,625","961,675,663.70","14,175"
"24-Feb-2023","EQ","18,741.25","18,849.00","18,615.00","18,648.00","18,690.00","18,680.90","18,721.57","21,050.00","16,000.00","38,875","727,801,184.25","12,006"
"23-Feb-2023","EQ","18,659.95","18,824.15","18,551.00","18,674.15","18,639.00","18,648.00","18,707.31","21,050.00","16,000.00","49,268","921,671,838.00","15,250"
"22-Feb-2023","EQ","18,882.80","18,882.80","18,631.15","18,848.70","18,659.95","18,674.15","18,750.51","21,050.00","16,000.00","42,080","789,021,642.50","15,552"
"21-Feb-2023","EQ","18,881.10","18,933.80","18,760.00","18,823.05","18,856.00","18,848.70","18,846.50","21,050.00","16,000.00","44,954","847,225,575.30","16,024"
"20-Feb-2023","EQ","19,030.00","19,145.00","18,780.00","19,021.30","18,827.00","18,823.05","18,862.61","21,050.00","16,000.00","65,311","1,231,935,814.45","19,788"
"17-Feb-2023","EQ","19,575.05","19,575.05","18,822.05","19,628.85","19,002.00","19,021.30","19,066.81","21,050.00","16,000.00","188,435","3,592,854,646.30","48,338"
"16-Feb-2023","EQ","19,430.00","19,799.85","19,140.00","19,260.95","19,591.95","19,628.85","19,588.54","21,050.00","16,000.00","174,007","3,408,542,579.00","45,002"
"15-Feb-2023","EQ","19,075.00","19,298.80","18,930.05","19,082.90","19,250.00","19,260.95","19,122.27","21,050.00","16,000.00","31,998","611,874,296.85","12,149"
"14-Feb-2023","EQ","19,114.80","19,260.00","19,027.50","19,026.80","19,052.00","19,082.90","19,151.34","21,050.00","16,000.00","38,589","739,030,985.55","16,047"
"13-Feb-2023","EQ","19,095.00","19,199.00","18,949.95","19,023.85","19,022.00","19,026.80","19,015.17","21,050.00","16,000.00","32,489","617,783,725.35","10,504"
"10-Feb-2023","EQ","19,010.00","19,070.15","18,875.05","19,000.30","19,011.85","19,023.85","18,985.71","21,050.00","16,000.00","26,383","500,900,033.65","10,531"
"09-Feb-2023","EQ","18,999.00","19,084.35","18,950.85","18,994.90","19,000.00","19,000.30","19,011.05","21,050.00","16,000.00","34,734","660,329,862.80","8,462"
"08-Feb-2023","EQ","18,950.00","19,064.85","18,890.15","18,978.00","19,000.00","18,994.90","18,990.51","21,050.00","16,000.00","23,267","441,852,170.30","9,123"
"07-Feb-2023","EQ","19,024.00","19,099.90","18,880.00","19,021.50","18,950.00","18,978.00","18,978.67","21,050.00","16,000.00","39,873","756,736,334.35","15,210"
"06-Feb-2023","EQ","19,000.00","19,060.00","18,754.30","19,004.30","19,059.05","19,021.50","18,948.58","21,050.00","16,000.00","69,134","1,309,990,864.60","21,586"
"03-Feb-2023","EQ","19,005.40","19,054.65","18,770.10","18,954.60","18,950.00","19,004.30","18,925.21","21,050.00","16,000.00","55,578","1,051,825,086.20","23,947"
"02-Feb-2023","EQ","19,129.00","19,129.00","18,850.50","19,089.85","18,952.20","18,954.60","18,954.48","21,050.00","16,000.00","70,922","1,344,289,852.80","25,207"
"01-Feb-2023","EQ","19,100.00","19,177.05","18,915.25","19,017.75","19,086.80","19,089.85","19,063.92","21,050.00","16,000.00","68,805","1,311,693,255.70","20,543"
"31-Jan-2023","EQ","19,200.00","19,200.00","18,929.00","19,165.90","19,030.00","19,017.75","19,014.34","21,050.00","16,000.00","117,500","2,234,184,681.20","43,383"
"30-Jan-2023","EQ","19,206.00","19,213.65","18,978.00","19,216.35","19,190.00","19,165.90","19,114.75","21,050.00","16,000.00","49,830","952,488,137.55","18,347"
